word,count,probability
bald,3,0.00019537609899055683
baldness,1,6.512536633018561e-05
balloons,2,0.00013025073266037122
banging,1,6.512536633018561e-05
bar,1,6.512536633018561e-05
bare,2,0.00013025073266037122
barrier,1,6.512536633018561e-05
based,14,0.0009117551286225985
basis,8,0.0005210029306414849
battle,3,0.00019537609899055683
be--at,1,6.512536633018561e-05
be--is,1,6.512536633018561e-05
be--something,1,6.512536633018561e-05
bear,2,0.00013025073266037122
bearing,2,0.00013025073266037122
bed,1,6.512536633018561e-05
beech,10,0.0006512536633018561
beg,1,6.512536633018561e-05
begging,1,6.512536633018561e-05
beginner,1,6.512536633018561e-05
begs,1,6.512536633018561e-05
begun,1,6.512536633018561e-05
behave,1,6.512536633018561e-05
behaviour,1,6.512536633018561e-05
being--as,1,6.512536633018561e-05
beleagured,1,6.512536633018561e-05
belief,100,0.0065125366330185605
beliefs,48,0.0031260175838489094
beliefs--for,1,6.512536633018561e-05
beliefs--such,1,6.512536633018561e-05
believed,13,0.0008466297622924129
believes,17,0.0011071312276131552
believes--to,1,6.512536633018561e-05
believing,24,0.0015630087919244547
bell,1,6.512536633018561e-05
bells,2,0.00013025073266037122
belong,3,0.00019537609899055683
belongs,9,0.0005861282969716704
bewildering,1,6.512536633018561e-05
bid,1,6.512536633018561e-05
bigger,1,6.512536633018561e-05
binary,1,6.512536633018561e-05
binds,1,6.512536633018561e-05
black,2,0.00013025073266037122
blank,1,6.512536633018561e-05
blind,12,0.0007815043959622273
blue,7,0.0004558775643112992
blue-green,1,6.512536633018561e-05
bodies,8,0.0005210029306414849
body,25,0.0016281341582546401
bolder,1,6.512536633018561e-05
bone,1,6.512536633018561e-05
books,3,0.00019537609899055683
bored,1,6.512536633018561e-05
born,4,0.00026050146532074245
borne,1,6.512536633018561e-05
bought,2,0.00013025073266037122
bound,3,0.00019537609899055683
boundaries,2,0.00013025073266037122
bounds,1,6.512536633018561e-05
brain,2,0.00013025073266037122
bread,2,0.00013025073266037122
breakfast,3,0.00019537609899055683
brick,1,6.512536633018561e-05
briefest,1,6.512536633018561e-05
brighter,1,6.512536633018561e-05
brightness,1,6.512536633018561e-05
bring,3,0.00019537609899055683
brings,2,0.00013025073266037122
broadly,3,0.00019537609899055683
broken,1,6.512536633018561e-05
brotherhood,1,6.512536633018561e-05
brought,4,0.00026050146532074245
brown,7,0.0004558775643112992
build,1,6.512536633018561e-05
builder,1,6.512536633018561e-05
buildings,1,6.512536633018561e-05
built,2,0.00013025073266037122
business,6,0.00039075219798111367
calculate,1,6.512536633018561e-05
calculated,1,6.512536633018561e-05
called,49,0.003191142950179095
calling,2,0.00013025073266037122
calls,5,0.00032562683165092806
calm,1,6.512536633018561e-05
calmly,2,0.00013025073266037122
camps--friends,1,6.512536633018561e-05
candid,1,6.512536633018561e-05
candidate,7,0.0004558775643112992
candidates,2,0.00013025073266037122
capable,16,0.0010420058612829698
card,1,6.512536633018561e-05
care,6,0.00039075219798111367
careful,1,6.512536633018561e-05
carefully,2,0.00013025073266037122
carelessly,1,6.512536633018561e-05
carry,1,6.512536633018561e-05
cat,5,0.00032562683165092806
catalogue,1,6.512536633018561e-05
catalogued,1,6.512536633018561e-05
catching,1,6.512536633018561e-05
categories,1,6.512536633018561e-05
causality,2,0.00013025073266037122
caused,5,0.00032562683165092806
causing,2,0.00013025073266037122
cease,4,0.00026050146532074245
ceased,4,0.00026050146532074245
ceases,5,0.00032562683165092806
cement,3,0.00019537609899055683
centuries,1,6.512536633018561e-05
century,1,6.512536633018561e-05
certainty,32,0.0020840117225659396
chair,2,0.00013025073266037122
chairs,2,0.00013025073266037122
challenged,2,0.00013025073266037122
chance,1,6.512536633018561e-05
change,5,0.00032562683165092806
changeable,1,6.512536633018561e-05
changed,1,6.512536633018561e-05
changing,2,0.00013025073266037122
chapter,28,0.001823510257245197
chapters,5,0.00032562683165092806
character,5,0.00032562683165092806
characteristic,6,0.00039075219798111367
characteristics,9,0.0005861282969716704
characters,2,0.00013025073266037122
charge,6,0.00039075219798111367
charges,2,0.00013025073266037122
charitable,1,6.512536633018561e-05
charities,1,6.512536633018561e-05
check,4,0.00026050146532074245
checks,1,6.512536633018561e-05
chicken,4,0.00026050146532074245
chief,6,0.00039075219798111367
chiefly,2,0.00013025073266037122
child,1,6.512536633018561e-05
chimaera,1,6.512536633018561e-05
chime,3,0.00019537609899055683
choice,1,6.512536633018561e-05
choose,3,0.00019537609899055683
chosen,1,6.512536633018561e-05
circle,4,0.00026050146532074245
circular,4,0.00026050146532074245
circumstances,6,0.00039075219798111367
citizens,1,6.512536633018561e-05
citizenship,1,6.512536633018561e-05
city,1,6.512536633018561e-05
claim,5,0.00032562683165092806
clash,1,6.512536633018561e-05
clashes,1,6.512536633018561e-05
class,5,0.00032562683165092806
clean,1,6.512536633018561e-05
clearer,2,0.00013025073266037122
clock,1,6.512536633018561e-05
close,2,0.00013025073266037122
closed,1,6.512536633018561e-05
closely,2,0.00013025073266037122
closer,1,6.512536633018561e-05
closes,1,6.512536633018561e-05
cloth,3,0.00019537609899055683
clouds,1,6.512536633018561e-05
co-operation,1,6.512536633018561e-05
coalesce,1,6.512536633018561e-05
codes,1,6.512536633018561e-05
coexistence,3,0.00019537609899055683
cohere,1,6.512536633018561e-05
coherence,10,0.0006512536633018561
coherent,8,0.0005210029306414849
coin,1,6.512536633018561e-05
coins,1,6.512536633018561e-05
collection,14,0.0009117551286225985
collections,3,0.00019537609899055683
collective,1,6.512536633018561e-05
colony,1,6.512536633018561e-05
colour,56,0.003647020514490394
colour-blind,1,6.512536633018561e-05
colours,12,0.0007815043959622273
combination,1,6.512536633018561e-05
combine,1,6.512536633018561e-05
combined,2,0.00013025073266037122
coming,1,6.512536633018561e-05
commentators,2,0.00013025073266037122
commercial,1,6.512536633018561e-05
commit,1,6.512536633018561e-05
committed,2,0.00013025073266037122
common,32,0.0020840117225659396
common-sense,2,0.00013025073266037122
commonest,2,0.00013025073266037122
commonly,10,0.0006512536633018561
communicate,1,6.512536633018561e-05
community,1,6.512536633018561e-05
comparative,1,6.512536633018561e-05
compare,1,6.512536633018561e-05
compared,1,6.512536633018561e-05
comparing,1,6.512536633018561e-05
comparison,3,0.00019537609899055683
compelled,5,0.00032562683165092806
competent,1,6.512536633018561e-05
compilation,1,6.512536633018561e-05
complement,1,6.512536633018561e-05
complete,6,0.00039075219798111367
completed,1,6.512536633018561e-05
completely,10,0.0006512536633018561
complex,33,0.002149137088896125
compliance,4,0.00026050146532074245
complicated,3,0.00019537609899055683
comply,6,0.00039075219798111367
complying,3,0.00019537609899055683
composed,6,0.00039075219798111367
compressed,1,6.512536633018561e-05
computers,2,0.00013025073266037122
conceded,2,0.00013025073266037122
conceivable,1,6.512536633018561e-05
conceivably,1,6.512536633018561e-05
conceiving,1,6.512536633018561e-05
concentrate,1,6.512536633018561e-05
concept,3,0.00019537609899055683
conception,5,0.00032562683165092806
concepts,2,0.00013025073266037122
concern,4,0.00026050146532074245
concerned,16,0.0010420058612829698
concerns,3,0.00019537609899055683
concluded,1,6.512536633018561e-05
conclusion,17,0.0011071312276131552
conclusions,2,0.00013025073266037122
concourse,1,6.512536633018561e-05
concrete,3,0.00019537609899055683
condemns,1,6.512536633018561e-05
condition,2,0.00013025073266037122
conditions,4,0.00026050146532074245
conduct,1,6.512536633018561e-05
confess,1,6.512536633018561e-05
confidence,3,0.00019537609899055683
confident,2,0.00013025073266037122
confine,1,6.512536633018561e-05
confined,6,0.00039075219798111367
confining,1,6.512536633018561e-05
confirm,2,0.00013025073266037122
confirmation,1,6.512536633018561e-05
confirmed,1,6.512536633018561e-05
confirms,1,6.512536633018561e-05
conflict,1,6.512536633018561e-05
conform,3,0.00019537609899055683
conformity,1,6.512536633018561e-05
confused,1,6.512536633018561e-05
confusing,1,6.512536633018561e-05
confusion,8,0.0005210029306414849
confusions,1,6.512536633018561e-05
confute,1,6.512536633018561e-05
conjecture,1,6.512536633018561e-05
connaître,1,6.512536633018561e-05
connected,12,0.0007815043959622273
connecting,1,6.512536633018561e-05
connects,1,6.512536633018561e-05
connexion,19,0.0012373819602735266
connexions,3,0.00019537609899055683
conscious,3,0.00019537609899055683
consciously,2,0.00013025073266037122
consciousness,5,0.00032562683165092806
consent,1,6.512536633018561e-05
consequences,1,6.512536633018561e-05
considerable,3,0.00019537609899055683
consideration,7,0.0004558775643112992
considerations,2,0.00013025073266037122
considered,13,0.0008466297622924129
considers,2,0.00013025073266037122
consist,4,0.00026050146532074245
consisted,1,6.512536633018561e-05
consisting,3,0.00019537609899055683
consists,21,0.0013676326929338977
constant,5,0.00032562683165092806
constantly,6,0.00039075219798111367
constituency,4,0.00026050146532074245
constituent,4,0.00026050146532074245
constituents,10,0.0006512536633018561
constitute,6,0.00039075219798111367
constituted,6,0.00039075219798111367
constitutes,5,0.00032562683165092806
constituting,1,6.512536633018561e-05
constitution,2,0.00013025073266037122
construct,1,6.512536633018561e-05
constructed,1,6.512536633018561e-05
constructing,1,6.512536633018561e-05
constructions,1,6.512536633018561e-05
constructive,1,6.512536633018561e-05
contact,5,0.00032562683165092806
contained,2,0.00013025073266037122
contemplated,1,6.512536633018561e-05
contemplates,3,0.00019537609899055683
contemplating,1,6.512536633018561e-05
contemplation,13,0.0008466297622924129
contemplative,1,6.512536633018561e-05
contemptuously,1,6.512536633018561e-05
contended,1,6.512536633018561e-05
content,2,0.00013025073266037122
contention,1,6.512536633018561e-05
contentions,1,6.512536633018561e-05
contents,3,0.00019537609899055683
context,2,0.00013025073266037122
continual,2,0.00013025073266037122
continue,6,0.00039075219798111367
continued,1,6.512536633018561e-05
continues,6,0.00039075219798111367
continuing,1,6.512536633018561e-05
continuous,1,6.512536633018561e-05
continuously,1,6.512536633018561e-05
contradict,1,6.512536633018561e-05
contradiction,20,0.0013025073266037122
contradictions,5,0.00032562683165092806
contradictory,1,6.512536633018561e-05
contrary,14,0.0009117551286225985
contrast,1,6.512536633018561e-05
contributed,1,6.512536633018561e-05
contribution,1,6.512536633018561e-05
contributions,1,6.512536633018561e-05
control,2,0.00013025073266037122
controversies,2,0.00013025073266037122
controversy,2,0.00013025073266037122
convenient,1,6.512536633018561e-05
converged,1,6.512536633018561e-05
conversation,1,6.512536633018561e-05
conversely,2,0.00013025073266037122
convert,1,6.512536633018561e-05
convey,2,0.00013025073266037122
convictions,3,0.00019537609899055683
convinced,2,0.00013025073266037122
convincing,1,6.512536633018561e-05
cool,1,6.512536633018561e-05
copied,2,0.00013025073266037122
copies,7,0.0004558775643112992
copying,4,0.00026050146532074245
copyright,18,0.001172256593943341
corporation,1,6.512536633018561e-05
correct,4,0.00026050146532074245
correctly,1,6.512536633018561e-05
correlative,1,6.512536633018561e-05
correspond,8,0.0005210029306414849
corresponded,1,6.512536633018561e-05
correspondence,12,0.0007815043959622273
corresponds,6,0.00039075219798111367
corrupt,1,6.512536633018561e-05
cost,3,0.00019537609899055683
costs,2,0.00013025073266037122
counterparts,1,6.512536633018561e-05
countless,1,6.512536633018561e-05
countries,1,6.512536633018561e-05
country,4,0.00026050146532074245
couple,3,0.00019537609899055683
couples,8,0.0005210029306414849
cranny,1,6.512536633018561e-05
create,4,0.00026050146532074245
created,4,0.00026050146532074245
creates,1,6.512536633018561e-05
creating,3,0.00019537609899055683
creation,1,6.512536633018561e-05
credit,2,0.00013025073266037122
criterion,2,0.00013025073266037122
critical,6,0.00039075219798111367
critically,2,0.00013025073266037122
criticism,9,0.0005861282969716704
criticisms,1,6.512536633018561e-05
criticized,1,6.512536633018561e-05
crude,4,0.00026050146532074245
crudely,1,6.512536633018561e-05
current,1,6.512536633018561e-05
custom,1,6.512536633018561e-05
customary,1,6.512536633018561e-05
cut,2,0.00013025073266037122
cutting,1,6.512536633018561e-05
daily,8,0.0005210029306414849
damage,1,6.512536633018561e-05
damaged,1,6.512536633018561e-05
damages,2,0.00013025073266037122
danger,1,6.512536633018561e-05
dark,3,0.00019537609899055683
data,17,0.0011071312276131552
data--if,1,6.512536633018561e-05
dates,1,6.512536633018561e-05
datum,5,0.00032562683165092806
day,5,0.00032562683165092806
days,5,0.00032562683165092806
dead,2,0.00013025073266037122
deal,6,0.00039075219798111367
dealing,7,0.0004558775643112992
deals,3,0.00019537609899055683
dealt,6,0.00039075219798111367
death,2,0.00013025073266037122
debate,1,6.512536633018561e-05
debated,1,6.512536633018561e-05
deceitful,1,6.512536633018561e-05
deceive,1,6.512536633018561e-05
deceptive,1,6.512536633018561e-05
decide,3,0.00019537609899055683
decided,3,0.00019537609899055683
decides,1,6.512536633018561e-05
deciding,1,6.512536633018561e-05
decision,1,6.512536633018561e-05
declared,1,6.512536633018561e-05
deduce,5,0.00032562683165092806
deduced,18,0.001172256593943341
deducible,2,0.00013025073266037122
deducing,1,6.512536633018561e-05
deductible,1,6.512536633018561e-05
deduction,6,0.00039075219798111367
deductions,3,0.00019537609899055683
deeds,1,6.512536633018561e-05
deeply,1,6.512536633018561e-05
defeated,1,6.512536633018561e-05
defect,3,0.00019537609899055683
defective,3,0.00019537609899055683
defensible,1,6.512536633018561e-05
define,2,0.00013025073266037122
defined,1,6.512536633018561e-05
definite,19,0.0012373819602735266
definiteness,1,6.512536633018561e-05
definition,18,0.001172256593943341
definitions,1,6.512536633018561e-05
degree,21,0.0013676326929338977
degrees,7,0.0004558775643112992
deletions,1,6.512536633018561e-05
deliberate,1,6.512536633018561e-05
delightful,1,6.512536633018561e-05
delusion,1,6.512536633018561e-05
demand,4,0.00026050146532074245
demanding,1,6.512536633018561e-05
demands,3,0.00019537609899055683
demon,3,0.00019537609899055683
demonstrably,1,6.512536633018561e-05
demonstration,2,0.00013025073266037122
demonstrations,2,0.00013025073266037122
demonstrative,1,6.512536633018561e-05
demonstratively,1,6.512536633018561e-05
denial,3,0.00019537609899055683
denied,5,0.00032562683165092806
denies,1,6.512536633018561e-05
denotes,4,0.00026050146532074245
dentist,1,6.512536633018561e-05
deny,12,0.0007815043959622273
depend,13,0.0008466297622924129
dependence,1,6.512536633018561e-05
dependent,9,0.0005861282969716704
depending,1,6.512536633018561e-05
depends,12,0.0007815043959622273
derivative,16,0.0010420058612829698
derive,7,0.0004558775643112992
derived,17,0.0011071312276131552
descend,1,6.512536633018561e-05
describes,1,6.512536633018561e-05
describing,1,6.512536633018561e-05
description,47,0.0030608922175187235
descriptions,9,0.0005861282969716704
descriptive,1,6.512536633018561e-05
desert--it,1,6.512536633018561e-05
deserts,1,6.512536633018561e-05
deserves,1,6.512536633018561e-05
deserving,1,6.512536633018561e-05
designate,1,6.512536633018561e-05
desirability,1,6.512536633018561e-05
desirable,1,6.512536633018561e-05
desire,10,0.0006512536633018561
desires,5,0.00032562683165092806
desiring,1,6.512536633018561e-05
desirous,1,6.512536633018561e-05
destroy,2,0.00013025073266037122
destroyed,1,6.512536633018561e-05
destroys,1,6.512536633018561e-05
destructive,1,6.512536633018561e-05
detach,1,6.512536633018561e-05
determine,3,0.00019537609899055683
determined,3,0.00019537609899055683
determines,1,6.512536633018561e-05
develop,2,0.00013025073266037122
development,1,6.512536633018561e-05
developments,1,6.512536633018561e-05
diary,1,6.512536633018561e-05
dictionary,1,6.512536633018561e-05
die,1,6.512536633018561e-05
died,4,0.00026050146532074245
difference,11,0.0007163790296320417
differences,2,0.00013025073266037122
different--something,1,6.512536633018561e-05
differing,2,0.00013025073266037122
differing--some,1,6.512536633018561e-05
differs,2,0.00013025073266037122
difficult,23,0.001497883425594269
difficulties,7,0.0004558775643112992
difficulty,14,0.0009117551286225985
diminish,1,6.512536633018561e-05
diminished,1,6.512536633018561e-05
diminishes,1,6.512536633018561e-05
diminishing,2,0.00013025073266037122
dined,1,6.512536633018561e-05
dinner-table,1,6.512536633018561e-05
diplomatist,4,0.00026050146532074245
direct,8,0.0005210029306414849
direction,6,0.00039075219798111367
directions,1,6.512536633018561e-05
directs,1,6.512536633018561e-05
disappear,1,6.512536633018561e-05
disappoint,1,6.512536633018561e-05
disappointing,1,6.512536633018561e-05
disclaim,1,6.512536633018561e-05
disclaimer,2,0.00013025073266037122
disclaimers,1,6.512536633018561e-05
discontinue,1,6.512536633018561e-05
discover,5,0.00032562683165092806
discoverable,4,0.00026050146532074245
discovered,7,0.0004558775643112992
discovering,5,0.00032562683165092806
discovery,2,0.00013025073266037122
discuss,1,6.512536633018561e-05
discussed,2,0.00013025073266037122
discussing,4,0.00026050146532074245
discussion,4,0.00026050146532074245
discussions,2,0.00013025073266037122
disease,1,6.512536633018561e-05
disengaged,1,6.512536633018561e-05
disentangle,2,0.00013025073266037122
disk,1,6.512536633018561e-05
dismiss,1,6.512536633018561e-05
dismissed,2,0.00013025073266037122
dispassionately,1,6.512536633018561e-05
display,1,6.512536633018561e-05
displayed,1,6.512536633018561e-05
displaying,4,0.00026050146532074245
disproved,4,0.00026050146532074245
disputable,1,6.512536633018561e-05
disputants,1,6.512536633018561e-05
dissociated,1,6.512536633018561e-05
distance,3,0.00019537609899055683
distances,5,0.00032562683165092806
distinct,3,0.00019537609899055683
distinction,7,0.0004558775643112992
distinctions,2,0.00013025073266037122
distinctive,2,0.00013025073266037122
distinctly,1,6.512536633018561e-05
distinguish,7,0.0004558775643112992
distinguished,4,0.00026050146532074245
distinguishes,1,6.512536633018561e-05
distinguishing,3,0.00019537609899055683
distort,1,6.512536633018561e-05
distorts,1,6.512536633018561e-05
distribute,5,0.00032562683165092806
distributed,4,0.00026050146532074245
distributing,7,0.0004558775643112992
distribution,8,0.0005210029306414849
disturbance,3,0.00019537609899055683
diverge,1,6.512536633018561e-05
diversity,1,6.512536633018561e-05
divest,1,6.512536633018561e-05
divide,1,6.512536633018561e-05
divided,1,6.512536633018561e-05
divisibility--philosophers,1,6.512536633018561e-05
divisible,2,0.00013025073266037122
doctrine,4,0.00026050146532074245
doctrines,2,0.00013025073266037122
dogmas,1,6.512536633018561e-05
dogmatic,1,6.512536633018561e-05
dogmatically,2,0.00013025073266037122
dogmatism,1,6.512536633018561e-05
domain,2,0.00013025073266037122
domestic,1,6.512536633018561e-05
dominion,1,6.512536633018561e-05
donate,3,0.00019537609899055683
donation,1,6.512536633018561e-05
donations,12,0.0007815043959622273
donors,1,6.512536633018561e-05
door,2,0.00013025073266037122
doubt,39,0.0025398892868772386
doubted,5,0.00032562683165092806
doubting,5,0.00032562683165092806
doubtless,1,6.512536633018561e-05
doubts,2,0.00013025073266037122
downloading,1,6.512536633018561e-05
draw,9,0.0005861282969716704
drawing,2,0.00013025073266037122
drawn,1,6.512536633018561e-05
dream,8,0.0005210029306414849
dream-table,1,6.512536633018561e-05
dreams,11,0.0007163790296320417
dreams--that,1,6.512536633018561e-05
dried,1,6.512536633018561e-05
drifted,1,6.512536633018561e-05
drive,1,6.512536633018561e-05
driven,5,0.00032562683165092806
drives,1,6.512536633018561e-05
dualism,2,0.00013025073266037122
duly,1,6.512536633018561e-05
duration,2,0.00013025073266037122
dwell,3,0.00019537609899055683
dying,3,0.00019537609899055683
e-mail,1,6.512536633018561e-05
e.g,3,0.00019537609899055683
eBook,9,0.0005861282969716704
eBooks,7,0.0004558775643112992
earlier,4,0.00026050146532074245
earth,6,0.00039075219798111367
earth's,2,0.00013025073266037122
earwig,3,0.00019537609899055683
easier,2,0.00013025073266037122
easiest,1,6.512536633018561e-05
easily,7,0.0004558775643112992
easy,7,0.0004558775643112992
eat,2,0.00013025073266037122
ebook,2,0.00013025073266037122
eclipse,1,6.512536633018561e-05
edition,1,6.512536633018561e-05
editions,4,0.00026050146532074245
educated,1,6.512536633018561e-05
educational,1,6.512536633018561e-05
effected,1,6.512536633018561e-05
effects,2,0.00013025073266037122
effort,4,0.00026050146532074245
efforts,3,0.00019537609899055683
elapse,1,6.512536633018561e-05
elapsed,1,6.512536633018561e-05
elect,1,6.512536633018561e-05
elected,1,6.512536633018561e-05
electric,1,6.512536633018561e-05
electronic,27,0.0017583848909150115
electronically,2,0.00013025073266037122
element,3,0.00019537609899055683
elementary,1,6.512536633018561e-05
elements,1,6.512536633018561e-05
elicited,4,0.00026050146532074245
else--something,1,6.512536633018561e-05
elucidation,1,6.512536633018561e-05
email,1,6.512536633018561e-05
embark,1,6.512536633018561e-05
emerged,1,6.512536633018561e-05
emerges,1,6.512536633018561e-05
emitted,1,6.512536633018561e-05
emitting,1,6.512536633018561e-05
emotion,2,0.00013025073266037122
emphasized,1,6.512536633018561e-05
emphatically,1,6.512536633018561e-05
empirical,15,0.0009768804949527841
empiricists,7,0.0004558775643112992
empiricists--who,1,6.512536633018561e-05
employ,2,0.00013025073266037122
employed,4,0.00026050146532074245
employee,1,6.512536633018561e-05
employees,1,6.512536633018561e-05
employs,1,6.512536633018561e-05
enable,5,0.00032562683165092806
enables,6,0.00039075219798111367
enabling,2,0.00013025073266037122
endeavour,3,0.00019537609899055683
endeavoured,2,0.00013025073266037122
enemy,2,0.00013025073266037122
engagement,1,6.512536633018561e-05
engendered,1,6.512536633018561e-05
enlarge,3,0.00019537609899055683
enlarged,1,6.512536633018561e-05
enlargement,4,0.00026050146532074245
enlarges,1,6.512536633018561e-05
enormously,1,6.512536633018561e-05
enrich,1,6.512536633018561e-05
ensures,2,0.00013025073266037122
ensuring,1,6.512536633018561e-05
entails,1,6.512536633018561e-05
entangled,1,6.512536633018561e-05
enter,1,6.512536633018561e-05
entertain,3,0.00019537609899055683
entertained,2,0.00013025073266037122
entertaining,1,6.512536633018561e-05
entities,8,0.0005210029306414849
entity,6,0.00039075219798111367
enumerated,1,6.512536633018561e-05
enumeration,1,6.512536633018561e-05
enunciated,1,6.512536633018561e-05
equal,1,6.512536633018561e-05
equally,10,0.0006512536633018561
equipment,3,0.00019537609899055683
equivocation,1,6.512536633018561e-05
ergo,1,6.512536633018561e-05
erroneous,11,0.0007163790296320417
error,18,0.001172256593943341
errors,2,0.00013025073266037122
escape,4,0.00026050146532074245
esse,1,6.512536633018561e-05
essence,7,0.0004558775643112992
essential,7,0.0004558775643112992
essentially,8,0.0005210029306414849
establish,4,0.00026050146532074245
established,2,0.00013025073266037122
estimated,1,6.512536633018561e-05
etc.--is,1,6.512536633018561e-05
etc.--may,1,6.512536633018561e-05
etc.--which,1,6.512536633018561e-05
eternal,1,6.512536633018561e-05
eternally,1,6.512536633018561e-05
ethical,4,0.00026050146532074245
ethics,2,0.00013025073266037122
event,3,0.00019537609899055683
events,4,0.00026050146532074245
everyday,1,6.512536633018561e-05
evidence,12,0.0007815043959622273
evident,15,0.0009768804949527841
evil,5,0.00032562683165092806
exact,1,6.512536633018561e-05
examination,4,0.00026050146532074245
examine,8,0.0005210029306414849
examined,5,0.00032562683165092806
examines,1,6.512536633018561e-05
examining,3,0.00019537609899055683
example--raises,1,6.512536633018561e-05
examples,2,0.00013025073266037122
exceedingly,1,6.512536633018561e-05
exceptional,2,0.00013025073266037122
exceptions,9,0.0005861282969716704
excluded,2,0.00013025073266037122
excluding,1,6.512536633018561e-05
exclusion,1,6.512536633018561e-05
exclusive,2,0.00013025073266037122
exclusively,6,0.00039075219798111367
exemplified,3,0.00019537609899055683
exemplify,1,6.512536633018561e-05
exempt,2,0.00013025073266037122
exist,57,0.0037121458808205797
existed,5,0.00032562683165092806
existence,55,0.0035818951481602084
existent,1,6.512536633018561e-05
existing,10,0.0006512536633018561
exists,33,0.002149137088896125
expect,6,0.00039075219798111367
expectation,2,0.00013025073266037122
expectations,12,0.0007815043959622273
expecting,4,0.00026050146532074245
expend,1,6.512536633018561e-05
expense,1,6.512536633018561e-05
expenses,2,0.00013025073266037122
experience,76,0.004949527841094106
experience--as,1,6.512536633018561e-05
experience--not,1,6.512536633018561e-05
experienced,10,0.0006512536633018561
experiences,15,0.0009768804949527841
explained,3,0.00019537609899055683
explaining,3,0.00019537609899055683
explanation,2,0.00013025073266037122
explicitly,1,6.512536633018561e-05
explored,1,6.512536633018561e-05
exploring,1,6.512536633018561e-05
exponents,1,6.512536633018561e-05
exporting,1,6.512536633018561e-05
express,4,0.00026050146532074245
expressed,2,0.00013025073266037122
expressing,2,0.00013025073266037122
expression,2,0.00013025073266037122
expressions,1,6.512536633018561e-05
extend,1,6.512536633018561e-05
extends,1,6.512536633018561e-05
extension,3,0.00019537609899055683
extensive,1,6.512536633018561e-05
extent,7,0.0004558775643112992
external,2,0.00013025073266037122
extrinsic,1,6.512536633018561e-05
eye,9,0.0005861282969716704
eyes,6,0.00039075219798111367
fabric,1,6.512536633018561e-05
face--it,1,6.512536633018561e-05
facility,1,6.512536633018561e-05
facts--infinite,1,6.512536633018561e-05
faculty,1,6.512536633018561e-05
fail,2,0.00013025073266037122
failed,2,0.00013025073266037122
failing,1,6.512536633018561e-05
fails,3,0.00019537609899055683
failure,4,0.00026050146532074245
fainter,1,6.512536633018561e-05
faintness,1,6.512536633018561e-05
fall,4,0.00026050146532074245
fallacies,1,6.512536633018561e-05
fallacious,5,0.00032562683165092806
fallacious--which,1,6.512536633018561e-05
fallacy,1,6.512536633018561e-05
fallible,1,6.512536633018561e-05
falls,1,6.512536633018561e-05
false,29,0.0018886356235753826
falsehood,27,0.0017583848909150115
falsehoods,2,0.00013025073266037122
falsely,5,0.00032562683165092806
falsified,1,6.512536633018561e-05
familiar,6,0.00039075219798111367
familiarity,2,0.00013025073266037122
family,1,6.512536633018561e-05
fancy,1,6.512536633018561e-05
fast,1,6.512536633018561e-05
fatal,1,6.512536633018561e-05
favour,8,0.0005210029306414849
favouritism,1,6.512536633018561e-05
fear,1,6.512536633018561e-05
fears,2,0.00013025073266037122
features,1,6.512536633018561e-05
fed,1,6.512536633018561e-05
federal,2,0.00013025073266037122
fee,8,0.0005210029306414849
feeds,1,6.512536633018561e-05
feel,15,0.0009768804949527841
feeling,6,0.00039075219798111367
feelings,10,0.0006512536633018561
feels,2,0.00013025073266037122
fees,4,0.00026050146532074245
fetters,1,6.512536633018561e-05
feverish,1,6.512536633018561e-05
figure,2,0.00013025073266037122
file,1,6.512536633018561e-05
files,1,6.512536633018561e-05
finally,3,0.00019537609899055683
financial,1,6.512536633018561e-05
finding,6,0.00039075219798111367
fine,1,6.512536633018561e-05
finite,3,0.00019537609899055683
firm,2,0.00013025073266037122
firmly,4,0.00026050146532074245
fit,3,0.00019537609899055683
fixed,1,6.512536633018561e-05
flash,1,6.512536633018561e-05
fleeting,2,0.00013025073266037122
foes,1,6.512536633018561e-05
follow,7,0.0004558775643112992
food,8,0.0005210029306414849
foolish,1,6.512536633018561e-05
football,1,6.512536633018561e-05
force,1,6.512536633018561e-05
forced,4,0.00026050146532074245
forces,1,6.512536633018561e-05
forget,1,6.512536633018561e-05
forgetting,1,6.512536633018561e-05
forgo,1,6.512536633018561e-05
forgotten,1,6.512536633018561e-05
forks,1,6.512536633018561e-05
form,36,0.002344513187886682
formal,1,6.512536633018561e-05
formally,1,6.512536633018561e-05
format,4,0.00026050146532074245
formats,1,6.512536633018561e-05
formed,3,0.00019537609899055683
forms,5,0.00032562683165092806
fortress,1,6.512536633018561e-05
fortuitous,1,6.512536633018561e-05
fortune,1,6.512536633018561e-05
forwards,1,6.512536633018561e-05
fostered,1,6.512536633018561e-05
foundation,2,0.00013025073266037122
founder,2,0.00013025073266037122
fourth,1,6.512536633018561e-05
fragment,1,6.512536633018561e-05
fragmentary,3,0.00019537609899055683
fragments,1,6.512536633018561e-05
framework,1,6.512536633018561e-05
freedom,4,0.00026050146532074245
freely,5,0.00032562683165092806
frequent,2,0.00013025073266037122
fresh,8,0.0005210029306414849
friend,1,6.512536633018561e-05
friend's,2,0.00013025073266037122
friends,1,6.512536633018561e-05
frightened,1,6.512536633018561e-05
fulfil,2,0.00013025073266037122
fulfilled,5,0.00032562683165092806
fulfilment,1,6.512536633018561e-05
fulfils,1,6.512536633018561e-05
function,2,0.00013025073266037122
fundamental,7,0.0004558775643112992
